	mean_sigma	alpha	beta	prior_sigma	Y_mean	X_mean	Z_mean	gene
ENSG00000117899	0.651637792	7.714527157	4.041503222	0.49538722	14.046148	25	1.056179775	MESD
ENSG00000135914	0.19607306	3.293627401	13.28347716	0.496759067	1.396128	18.44444444	2.449438202	HTR2B
ENSG00000077063	0.422766228	5.93220358	8.147468027	0.505714392	11.468408	24.82539683	1.831460674	CTTNBP2
ENSG00000071967	0.529258579	7.193215946	6.317162949	0.500676093	35.873493	25	1.505617978	CYBRD1
ENSG00000186501	0.47288808	6.719988369	7.653231128	0.500748014	32.630787	25	1.91011236	TMEM222
ENSG00000124635	0.533156504	6.302171969	5.429550643	0.503307751	0.47681642	21.58730159	0.224719101	HIST1H2BJ
ENSG00000181031	0.383958559	5.485292058	9.047722192	0.488790185	10.336565	25	2.460674157	RPH3AL
ENSG00000166275	0.701826766	8.324991193	3.62962249	0.495774188	20.788992	25	0.95505618	BORCS7
ENSG00000185245	0.036019812	0.939803255	24.59953998	0.491079622	0.06256233	4.063492063	2.95505618	GP1BA
ENSG00000101236	0.477187992	6.22486033	6.98919132	0.497972545	2.8299196	24.80952381	1.606741573	RNF24
ENSG00000119801	0.645312033	8.289581209	4.613275002	0.50672339	23.876358	25	0.966292135	YPEL5
ENSG00000186417	0.237944328	3.795882422	12.13711059	0.514312886	4.0460587	23.52380952	2.921348315	GLDN
ENSG00000091136	0.485009372	7.023278891	7.379802962	0.505634828	358.7957	25	2.280898876	LAMB1
ENSG00000183496	0.15384368	2.854384871	15.58097435	0.49310343	0.30046517	20.26984127	2.93258427	MEX3B
ENSG00000105088	0.419352527	5.993126548	8.355572039	0.497871787	24.991415	24.98412698	2.112359551	OLFM2
ENSG00000179041	0.111190762	2.243678065	18.17066799	0.507798871	0.011481688	1.063492063	1.93258427	RRS1
ENSG00000153956	0.313567929	4.774813227	10.47699627	0.489268197	17.823483	24.73015873	2.651685393	CACNA2D1
ENSG00000116147	0.114473255	2.277207483	17.67449748	0.488941582	2.929014	13.96825397	2.853932584	TNR
ENSG00000125995	0.7591403	8.604875154	2.717918031	0.50152402	43.248055	25	0.449438202	ROMO1
ENSG00000163795	0.670715243	8.194883213	4.097980982	0.488333282	14.028343	25	0.988764045	ZNF513
ENSG00000244405	0.517230987	7.032328607	6.528593566	0.504902022	11.21371	24.93650794	1.438202247	ETV5
ENSG00000038945	0.280072109	4.394670815	11.04688648	0.495005085	14.853729	24.63492063	2.853932584	MSR1
ENSG00000140564	0.496964387	6.990138887	7.252500274	0.50709795	107.64314	25	2.134831461	FURIN
ENSG00000109775	0.675617995	8.595628089	4.164703282	0.501839569	43.246357	25	1.04494382	UFSP2
ENSG00000158220	0.267266274	4.206194904	11.49814068	0.511288553	16.621311	24.42857143	2.943820225	ESYT3
ENSG00000136928	0.168267657	2.912760065	14.46831751	0.508045858	6.2940235	18.0952381	2.820224719	GABBR2
ENSG00000113368	0.628242746	7.765806294	4.46726826	0.507324184	12.232788	25	0.730337079	LMNB1
ENSG00000119227	0.247820931	4.083882075	12.0483717	0.482715756	1.4581534	24.49206349	2.696629213	PIGZ
ENSG00000156515	0.663812853	8.863203728	4.460195833	0.503775642	173.99194	25	1.202247191	HK1
ENSG00000178718	0.122382548	2.487179576	17.40277396	0.501014039	0.009991337	2.015873016	1.786516854	RPP25
ENSG00000105849	0.438768952	6.117765186	7.890214335	0.497910682	2.0046012	24.96825397	1.606741573	TWISTNB
ENSG00000103723	0.335818211	5.058345252	10.10018646	0.501576794	25.866587	24.76190476	2.550561798	AP3B2
ENSG00000124253	0.261400925	4.183119814	11.73883461	0.501840184	166.79622	24.20634921	2.730337079	PCK1
ENSG00000075790	0.555682948	7.559813068	6.033802821	0.504179286	36.572132	25	1.707865169	BCAP29
ENSG00000092345	0.052218459	1.306075918	22.90303402	0.510238688	0.61044925	6.444444444	2.91011236	DAZL
ENSG00000182591	0.015322483	0.38475786	24.38603361	0.494072657	0.048100416	0.063492063	2.966292135	KRTAP11-1
ENSG00000112576	0.405037962	6.015168764	8.727876502	0.492685915	46.78641	25	2.426966292	CCND3
ENSG00000143603	0.273247328	4.175734713	11.33741609	0.507909715	4.307193	24.61904762	2.797752809	KCNN3
ENSG00000136535	0.033634179	0.946238698	25.74348611	0.515419968	0.41522694	4.349206349	2.966292135	TBR1
ENSG00000158748	0.053536342	1.305003649	22.86029084	0.497809621	0.07536313	6.555555556	2.93258427	HTR6
ENSG00000204673	0.46818437	6.614237645	7.405632747	0.494225923	20.258984	24.98412698	1.831460674	AKT1S1
ENSG00000185453	0.261501655	4.134221786	11.47132522	0.500942557	2.5441544	24.96825397	2.831460674	ZSWIM9
ENSG00000146242	0.416145711	5.823847862	8.072458503	0.500162485	1.439416	23.3015873	1.617977528	TPBG
ENSG00000149257	0.494251296	6.993903036	7.214692935	0.490745785	130.76442	25	2.078651685	SERPINH1
ENSG00000101307	0.324435069	4.934995832	10.13562736	0.503037272	5.005401	24.95238095	2.393258427	SIRPB1
ENSG00000010310	0.350937183	4.956905232	9.553272667	0.502998078	3.953719	23.46031746	2.269662921	GIPR
ENSG00000170819	0.067538808	1.571280632	21.84902003	0.48800565	0.11311871	9.365079365	2.966292135	BFSP2
ENSG00000174720	0.537690375	7.463793467	6.359510573	0.508668702	63.391262	25	1.786516854	LARP7
ENSG00000139263	0.587954915	7.819300675	5.432313416	0.501799681	43.948112	24.88888889	1.483146067	LRIG3
ENSG00000253873	0.267419929	4.180763782	11.54696375	0.501154805	0.47589177	23.19047619	2.112359551	PCDHGA11
ENSG00000083312	0.797830292	8.705297515	2.163415787	0.504660927	52.781765	24.98412698	0.370786517	TNPO1
ENSG00000169554	0.382139401	5.718624068	9.325427828	0.48925011	39.32115	24.98412698	2.573033708	ZEB2
ENSG00000134375	0.613906027	7.80798869	4.870889151	0.504681755	39.46162	25	1.370786517	TIMM17A
ENSG00000008018	0.701050989	8.983119085	3.93977422	0.502973682	159.92944	25	1.078651685	PSMB1
ENSG00000028116	0.472622911	6.594677912	7.438730154	0.508987237	19.154676	25	2.08988764	VRK2
ENSG00000138231	0.520325306	6.917797656	6.263261006	0.502670735	6.95889	24.98412698	1.584269663	DBR1
ENSG00000131725	0.511228586	6.929449052	6.737771435	0.495089255	20.951132	24.96825397	1.730337079	WDR44
ENSG00000125037	0.711127624	9.13492664	3.778236165	0.503506241	85.27681	25	1.033707865	EMC3
ENSG00000175175	0.149235555	2.825366734	16.02576869	0.491675867	0.52910715	16.01587302	2.550561798	PPM1E
ENSG00000232859	0.322171356	4.927373286	10.33696707	0.511016034	3.2115934	24.95238095	2.348314607	LYRM9
ENSG00000129538	0.389768513	5.744782359	8.86608302	0.498634033	50.13067	25	2.460674157	RNASE1
ENSG00000044524	0.314260128	4.797394211	10.27068149	0.503377457	5.893902	24.36507937	2.146067416	EPHA3
ENSG00000132763	0.349050557	5.085615947	9.363618599	0.499922118	1.7599841	24.82539683	2.258426966	MMACHC
ENSG00000007516	0.496235895	6.618755141	6.639615678	0.496361228	59.397537	25	1.617977528	BAIAP3
ENSG00000116455	0.421114103	6.120493445	8.209283046	0.500123811	38.694393	25	2.224719101	WDR77
ENSG00000183598	0.226677734	3.746911128	13.00014403	0.505936951	0.002162552	0.238095238	0.235955056	HIST2H3D
ENSG00000186280	0.152253844	2.825414066	15.59687082	0.50164143	0.14828953	17.53968254	2.595505618	KDM4D
ENSG00000067225	0.713328142	9.270266661	3.617391789	0.506710685	588.41394	25	1.359550562	PKM
ENSG00000109758	0.203139979	3.486964159	13.32370318	0.491980886	29.744974	23.14285714	3	HGFAC
ENSG00000048342	0.3298688	5.119759187	10.39373316	0.492143235	28.411558	24.96825397	2.898876404	CC2D2A
ENSG00000156049	0.341553968	4.958638582	9.450137202	0.494994464	6.1494355	24.68253968	2.337078652	GNA14
ENSG00000197891	0.035908664	0.928715246	24.68880514	0.498747881	8.113184	4.095238095	2.97752809	SLC22A12
ENSG00000138735	0.621527304	7.798209841	4.84272657	0.501233948	23.425829	24.96825397	1.348314607	PDE5A
ENSG00000115446	0.665650196	8.382621611	4.089476289	0.505478428	40.173786	25	0.921348315	UNC50
ENSG00000128944	0.387261584	5.65197178	8.9792776	0.495392383	20.166157	24.98412698	2.314606742	KNSTRN
ENSG00000090857	0.561879246	7.403739471	5.868036976	0.488745799	21.04694	25	1.449438202	PDPR
ENSG00000078142	0.601606881	8.2136406	5.520963068	0.497465914	50.2726	24.98412698	1.382022472	PIK3C3
ENSG00000170088	0.619853384	7.554575423	4.680548739	0.512298397	7.855538	25	1.191011236	TMEM192
ENSG00000136689	0.272682326	4.23673379	11.57918302	0.497588831	40.81822	23.88888889	2.808988764	IL1RN
ENSG00000172638	0.3652654	5.600712635	9.485919868	0.500188699	139.5312	25	2.943820225	EFEMP2
ENSG00000163312	0.455269719	6.493976025	7.783169709	0.492651382	14.942638	25	1.786516854	HELQ
ENSG00000161960	0.423692514	6.079148556	8.335138776	0.497448823	14.575493	24.98412698	2.202247191	EIF4A1
ENSG00000086015	0.501183689	7.218824072	7.137981859	0.500813761	110.353516	25	1.775280899	MAST2
ENSG00000214736	0.523926773	7.257799845	6.535001986	0.500313187	63.853706	25	1.853932584	TOMM6
ENSG00000178287	0.019249041	0.526842988	27.21084823	0.502211	0.006070356	0.936507937	2.966292135	SPAG11A
ENSG00000047849	0.605210668	8.253189238	5.548659194	0.491290765	303.1333	25	1.651685393	MAP4
ENSG00000109083	0.718611652	8.485239965	3.239767798	0.505053542	37.12734	24.98412698	0.752808989	IFT20
ENSG00000127920	0.349130394	5.170152443	9.590160223	0.508829348	19.910471	25	2.685393258	GNG11
ENSG00000196981	0.093503866	2.099493373	19.81619328	0.509294303	0.005209367	1.222222222	2.134831461	WDR5B
ENSG00000137776	0.775820233	9.577204745	2.68857547	0.502858667	134.93213	25	0.561797753	SLTM
ENSG00000108590	0.485421208	6.697856759	6.933854549	0.493782673	8.042297	24.98412698	1.730337079	MED31
ENSG00000120820	0.580494555	7.517106361	5.574228373	0.501982697	21.34027	24.82539683	1.325842697	GLT8D2
ENSG00000174953	0.729859806	8.812307342	3.109142831	0.509087579	61.60168	25	0.808988764	DHX36
ENSG00000132768	0.686391851	7.632243419	3.512677282	0.502226363	10.38409	25	0.505617978	DPH2
ENSG00000125775	0.44429431	6.369733528	7.937707174	0.499737427	43.202927	24.98412698	2.056179775	SDCBP2
ENSG00000112139	0.317162187	4.643127081	10.40275037	0.499709482	12.448908	24.96825397	2.707865169	MDGA1
ENSG00000164938	0.36273347	5.298163846	9.300458581	0.498386775	4.961236	24.92063492	2.337078652	TP53INP1
ENSG00000154265	0.781950457	8.908740228	2.518380859	0.506081443	95.85493	24.98412698	0.685393258	ABCA5
ENSG00000134061	0.144853713	2.680262122	16.0084656	0.504175311	0.2909962	15.65079365	2.786516854	CD180
ENSG00000178878	0.590098784	7.828030648	5.268272488	0.507283147	65.844536	25	1.640449438	APOLD1
ENSG00000006695	0.66163352	7.519935313	3.862692086	0.502559505	5.654331	24.98412698	1	COX10
ENSG00000168175	0.647259469	8.067793176	4.525973252	0.499509584	11.95321	25	1.02247191	MAPK1IP1L
ENSG00000165061	0.130178285	2.478944028	16.4200287	0.499945001	1.1634259	14.84126984	2.741573034	ZMAT4
ENSG00000187800	0.353125993	5.260847503	9.598547679	0.501375318	33.12732	24.95238095	2.483146067	PEAR1
ENSG00000166747	0.734381048	8.765207279	3.302555477	0.498250843	51.943237	25	0.685393258	AP1G1
ENSG00000025293	0.552840328	7.271561732	5.882069755	0.512148276	20.565145	24.98412698	1.595505618	PHF20
ENSG00000149428	0.414593818	6.172749692	8.742981078	0.501456809	170.86804	25	2.662921348	HYOU1
ENSG00000168454	0.045043138	1.102391446	24.13932612	0.498997881	0.55951	3.571428571	2.651685393	TXNDC2
ENSG00000119147	0.286756814	4.67544453	11.51291822	0.505595493	21.018759	24.9047619	3	C2orf40
ENSG00000213648	0.299355158	4.471712511	10.54055097	0.496225293	3.5929744	25	2.528089888	SULT1A4
ENSG00000059122	0.794439755	8.929390272	2.322430579	0.492877745	52.929478	25	0.382022472	FLYWCH1
ENSG00000161048	0.433371615	6.083510907	8.17780277	0.500038934	7.6490183	24.96825397	1.91011236	NAPEPLD
ENSG00000100441	0.382997612	5.526036299	9.050620677	0.495105216	30.603931	25	2.651685393	KHNYN
ENSG00000172062	0.651830649	8.516523167	4.536615196	0.490316278	57.15548	25	1.280898876	SMN1
ENSG00000196453	0.682450718	7.950301021	3.671904007	0.499230479	7.7141223	25	0.808988764	ZNF777
ENSG00000054118	0.812719803	9.394256827	2.1899676	0.509838415	89.32677	25	0.415730337	THRAP3
ENSG00000145882	0.497446954	6.663487114	6.601052503	0.499971486	3.6593397	24.92063492	1.460674157	PCYOX1L
ENSG00000178234	0.712785041	8.147018941	3.319094078	0.495871828	46.48033	25	0.640449438	GALNT11
ENSG00000162441	0.405331815	5.837532252	8.54405007	0.511081314	19.116163	25	2.426966292	LZIC
ENSG00000115520	0.464301596	6.544574591	7.401399978	0.501812452	11.570316	25	1.842696629	COQ10B
ENSG00000198056	0.453695174	6.299707571	7.718462992	0.515341135	8.29495	24.98412698	1.943820225	PRIM1
ENSG00000128973	0.401159668	5.865639385	8.758321256	0.500204055	12.652416	24.98412698	2.359550562	CLN6
ENSG00000133106	0.58783287	7.38656234	5.284834855	0.49703145	14.436887	24.98412698	1.202247191	EPSTI1
ENSG00000064763	0.429623365	6.110944199	8.30565475	0.490032324	8.602639	24.93650794	1.921348315	FAR2
ENSG00000170903	0.357328384	5.386683384	9.494973342	0.493066144	2.2653801	24.9047619	2.168539326	MSANTD4
ENSG00000125746	0.664163053	8.673078622	4.407674859	0.495147804	94.459625	24.98412698	1.179775281	EML2
ENSG00000130204	0.632831567	8.126244082	4.824100289	0.495758825	57.932392	24.98412698	1.337078652	TOMM40
ENSG00000162231	0.852841077	10.31849059	1.866650604	0.500902138	278.3023	25	0.314606742	NXF1
ENSG00000100889	0.406031483	5.789240751	8.555806886	0.502669452	56.246773	25	2.269662921	PCK2
ENSG00000117614	0.76514703	9.15352543	2.79069951	0.503101798	71.90828	25	0.471910112	SYF2
ENSG00000166579	0.424025272	6.307866662	8.439292429	0.512466992	53.075558	24.98412698	2.269662921	NDEL1
ENSG00000182923	0.407704878	6.064410233	8.739279594	0.507167237	27.926563	25	2.303370787	CEP63
ENSG00000169891	0.366477509	5.43671353	9.586119297	0.501207687	14.230591	24.98412698	2.348314607	REPS2
ENSG00000171806	0.33841191	5.08006994	9.82033218	0.511994539	0.49930248	24.53968254	2.157303371	METTL18
ENSG00000068697	0.786841077	10.10372121	2.803351085	0.506577225	349.6971	25	1.101123596	LAPTM4A
ENSG00000072415	0.338598319	5.07886441	9.893151681	0.503208851	18.146997	25	2.764044944	MPP5
ENSG00000099204	0.584218422	7.636688501	5.257422121	0.486625048	90.76331	25	1.561797753	ABLIM1
ENSG00000080572	0.059619153	1.383431543	22.03224841	0.502354998	0.5134462	5.047619048	2.775280899	PIH1D3
ENSG00000171551	0.256359817	3.853620459	11.41518401	0.496792182	10.81597	23.82539683	2.797752809	ECEL1
ENSG00000089123	0.413076429	5.960077417	8.405986541	0.508139152	15.261461	24.96825397	2.348314607	TASP1
ENSG00000156261	0.576414485	8.053986232	6.036661157	0.492948269	218.83957	25	1.741573034	CCT8
ENSG00000021488	0.259167884	4.081855045	11.707081	0.505399051	8.59233	24.46031746	2.876404494	SLC7A9
ENSG00000177054	0.351170433	5.336252111	9.753661516	0.502724437	22.137226	25	2.606741573	ZDHHC13
ENSG00000125445	0.571978235	7.765209672	5.786446416	0.510964785	60.745567	25	1.449438202	MRPS7
ENSG00000137767	0.54005856	7.366963361	6.514803223	0.492028725	87.252396	25	1.617977528	SQOR
ENSG00000116830	0.536574116	7.218533763	6.207047451	0.49948466	14.275152	24.98412698	1.561797753	TTF2
ENSG00000184113	0.342755559	4.983098742	9.43162241	0.498799056	1.3392457	22.41269841	2.04494382	CLDN5
ENSG00000068903	0.421312891	6.093707729	8.374395598	0.508143578	161.95694	25	2.707865169	SIRT2
ENSG00000119650	0.386587628	5.792157394	9.317061909	0.502319665	44.89584	25	2.561797753	IFT43
ENSG00000165914	0.375843667	5.643332634	9.366405567	0.501504915	40.337654	25	2.617977528	TTC7B
ENSG00000196263	0.456255441	6.170802355	7.542410135	0.486504383	2.717097	24.50793651	1.573033708	ZNF471
ENSG00000101888	0.372601396	5.371890224	9.254048526	0.496244178	1.7753562	24.88888889	2.04494382	NXT2
ENSG00000197724	0.775862649	8.73553331	2.485631434	0.49627155	58.287235	25	0.415730337	PHF2
ENSG00000101150	0.628363189	8.210069548	4.868506136	0.505922562	57.935287	24.98412698	1.235955056	TPD52L2
ENSG00000102780	0.608775875	7.528261307	4.962149846	0.500911003	5.6337934	24.93650794	1.056179775	DGKH
ENSG00000147124	0.4686954	6.318954969	7.262388498	0.499332204	1.4621915	24.88888889	1.617977528	ZNF41
ENSG00000134698	0.388856503	5.769855366	8.880208831	0.499523777	19.110306	24.98412698	2.382022472	AGO4
ENSG00000076716	0.444324891	6.291555558	7.79006764	0.504484317	20.412138	24.88888889	1.842696629	GPC4
ENSG00000184270	0.179950637	3.231276933	14.65105376	0.495273755	0.005451667	0.095238095	1.123595506	HIST2H2AB
ENSG00000095539	0.457152442	6.486979456	7.694745748	0.515682055	22.379587	24.9047619	1.898876404	SEMA4G
ENSG00000168917	0.230708395	3.791153241	12.6141799	0.493768534	0.6492195	23.61904762	2.842696629	SLC35G2
ENSG00000153498	0.036940019	0.939187563	25.09237258	0.498480871	0.9541873	3.984126984	2.93258427	SPACA7
ENSG00000204568	0.670455395	8.610986221	4.269876478	0.496048686	56.611946	25	0.943820225	MRPS18B
ENSG00000163521	0.335652255	5.130106267	10.13643967	0.503427421	13.044899	25	2.617977528	GLB1L
ENSG00000007174	0.240492297	3.779392718	12.11679494	0.500178168	5.2549033	22.26984127	2.696629213	DNAH9
ENSG00000126775	0.712153134	8.093906844	3.249501346	0.498182252	8.80678	24.98412698	1.146067416	ATG14
ENSG00000132912	0.628813644	7.946436474	4.730418614	0.499097378	27.553333	24.98412698	1.191011236	DCTN4
ENSG00000013583	0.408463296	5.915785403	8.632094846	0.502680748	33.759487	25	2.179775281	HEBP1
ENSG00000124733	0.378701908	5.562814312	9.16555766	0.501213375	35.10556	25	2.550561798	MEA1
ENSG00000099377	0.393443321	5.579069235	8.571280041	0.499827794	14.250735	25	2.280898876	HSD3B7
ENSG00000160049	0.488793384	6.880402513	7.298994553	0.498973185	10.6434355	25	1.528089888	DFFA
ENSG00000186687	0.622201008	7.380899351	4.428531106	0.513278781	2.996166	24.9047619	0.719101124	LYRM7
ENSG00000141756	0.390500787	5.668350329	8.895212456	0.508338736	53.313984	24.96825397	2.258426966	FKBP10
ENSG00000196235	0.637166103	9.030580901	5.112242419	0.504957222	271.00873	25	1.584269663	SUPT5H
ENSG00000152192	0.024015511	0.686566443	26.98510945	0.506019007	0.000661218	0.333333333	2.842696629	POU4F1
ENSG00000184508	0.543893229	7.183414672	5.974262904	0.49746177	7.093909	25	1.06741573	HDDC3
ENSG00000143514	0.68789094	8.619321074	3.927156608	0.492482802	41.02384	25	1.123595506	TP53BP2
ENSG00000169605	0.131051991	2.447151734	16.44275826	0.508305945	85.71556	15.25396825	2.95505618	GKN1
ENSG00000068831	0.383322271	5.668236873	9.205733103	0.503883609	59.593204	25	2.483146067	RASGRP2
ENSG00000102189	0.52193786	7.294632015	6.544291494	0.505854439	20.754992	25	1.584269663	EEA1
ENSG00000160818	0.519189868	7.095618015	6.621573333	0.504176391	19.835917	25	1.640449438	GPATCH4
ENSG00000171858	0.686513044	9.604368945	4.43867139	0.487886464	737.2246	25	1.528089888	RPS21
ENSG00000160753	0.519001684	7.209271553	6.727090301	0.504523045	55.333492	25	1.662921348	RUSC1
ENSG00000118960	0.545942975	7.313475877	6.075450979	0.499752582	18.177975	25	1.640449438	HS1BP3
ENSG00000136935	0.540897072	7.135514055	6.272388245	0.485531575	32.93434	25	1.730337079	GOLGA1
ENSG00000102755	0.393354738	5.743132735	8.770992886	0.502294546	49.09821	25	2.573033708	FLT1
ENSG00000103343	0.437596857	5.992606155	7.686880394	0.498474106	2.5044715	24.98412698	1.595505618	ZNF174
ENSG00000007908	0.252703275	3.948080627	11.71508274	0.496437088	13.683692	23.36507937	2.943820225	SELE
ENSG00000171659	0.430015047	5.761847278	7.600397292	0.503990574	1.8103366	22.79365079	1.483146067	GPR34
ENSG00000143768	0.157720946	2.948384818	15.38372929	0.508654745	2.262206	20.66666667	3	LEFTY2
ENSG00000076662	0.345897691	5.173372231	9.770238091	0.502891183	15.231917	25	2.606741573	ICAM3
ENSG00000100593	0.120594281	2.317924026	17.08250009	0.502553542	0.2370939	13.68253968	2.820224719	ISM2
ENSG00000172922	0.555565843	7.464325584	5.93688623	0.496391893	28.516842	25	1.449438202	RNASEH2C
ENSG00000089169	0.153876712	2.739311455	15.13032043	0.492372881	11.443162	16.85714286	2.797752809	RPH3A
ENSG00000170515	0.758742648	9.375495587	3.080726095	0.49541199	144.76337	25	0.831460674	PA2G4
ENSG00000102024	0.668925927	8.68898557	4.298390014	0.490469855	213.27174	24.98412698	1.314606742	PLS3
ENSG00000179630	0.623056301	7.164221829	4.337665092	0.509771188	2.8247375	24.88888889	0.662921348	LACC1
ENSG00000197746	0.793914991	10.88071997	2.877699238	0.505923481	1306.8221	25	0.93258427	PSAP
ENSG00000176125	0.164285974	3.148079486	15.6740203	0.512094454	1.00E-05	0	1.179775281	UFSP1
ENSG00000144642	0.458479823	6.409631373	7.472205484	0.502706732	9.11929	24.84126984	1.764044944	RBMS3
ENSG00000137871	0.727639769	8.317585797	3.144039624	0.503432427	26.103561	25	0.719101124	ZNF280D
ENSG00000143850	0.403980465	5.961890891	8.956398023	0.500144462	34.800846	24.96825397	2.483146067	PLEKHA6
ENSG00000101405	0.14480545	2.68019827	15.79899627	0.498229186	3.7483776	17.9047619	2.887640449	OXT
ENSG00000174292	0.358354225	5.146558645	9.292941787	0.497243845	10.461025	24.9047619	2.269662921	TNK1
ENSG00000100226	0.679720865	8.303362367	4.070621304	0.49805666	50.91736	24.98412698	1.168539326	GTPBP1
ENSG00000164949	0.573316604	7.315055918	5.519589385	0.501559745	23.282999	24.92063492	1.359550562	GEM
ENSG00000167077	0.327677274	4.983663525	10.20526124	0.497572483	5.773623	24.95238095	2.280898876	MEI1
ENSG00000070182	0.3530219	5.211728648	9.595461721	0.490899679	20.356161	24.98412698	2.617977528	SPTB
ENSG00000072121	0.386520512	5.707832262	9.151687091	0.505410691	35.204334	25	2.483146067	ZFYVE26
ENSG00000174010	0.484225063	6.343502953	6.702709843	0.498634418	0.5574869	23.50793651	1.280898876	KLHL15
ENSG00000105518	0.673903961	8.704888273	4.19986947	0.515343187	65.54203	24.98412698	1.04494382	TMEM205
ENSG00000156298	0.366104631	5.367625427	9.359850688	0.497493768	106.749626	24.98412698	2.775280899	TSPAN7
ENSG00000106344	0.579523892	7.644604053	5.646488314	0.486790737	34.10654	25	1.539325843	RBM28
ENSG00000132906	0.568084665	7.361479888	5.7740787	0.479191608	20.893604	25	1.415730337	CASP9
ENSG00000143106	0.71493524	9.202474879	3.697370006	0.495004677	107.4382	25	1.292134831	PSMA5
ENSG00000152583	0.412021072	6.231900252	9.026745357	0.494903212	844.82635	25	3	SPARCL1
ENSG00000078399	0.449136947	5.651355245	7.03316793	0.506755399	3.0932167	14.96825397	1.04494382	HOXA9
ENSG00000110719	0.592367191	8.391120229	5.760788094	0.498638957	237.63649	25	1.696629213	TCIRG1
ENSG00000110911	0.464371226	6.692084425	7.592624247	0.501232459	52.211926	25	2.123595506	SLC11A2
ENSG00000107902	0.461752744	6.621543717	7.661835916	0.497340821	31.255075	25	2	LHPP
ENSG00000119335	0.774243827	9.287453355	2.811069248	0.498041906	154.41017	25	0.685393258	SET
ENSG00000159588	0.286942659	4.505931064	11.2742975	0.504125343	9.638463	24.9047619	2.887640449	CCDC17
ENSG00000162975	0.025182087	0.684541027	25.85362673	0.498425703	0.011778123	1.26984127	2.91011236	KCNF1
ENSG00000183813	0.076333094	1.767658108	20.3183228	0.506548793	0.074673556	8.126984127	2.505617978	CCR4
ENSG00000132000	0.541538882	6.712997467	5.843408598	0.501434198	4.069917	24.52380952	1.157303371	PODNL1
ENSG00000169967	0.433543332	6.198077625	8.19445641	0.49904553	9.993719	24.98412698	2.06741573	MAP3K2
ENSG00000163959	0.246218342	4.018837117	12.19927987	0.488563751	11.590461	23.58730159	2.898876404	SLC51A
ENSG00000167658	0.870474991	12.32480869	1.834394268	0.489204215	2059.5378	24.98412698	0.516853933	EEF2
ENSG00000075234	0.575762905	7.760244918	5.84206545	0.508991726	55.538082	24.98412698	1.483146067	TTC38
ENSG00000157551	0.384024256	5.283660769	8.617741962	0.493242184	6.9322453	18.12698413	1.393258427	KCNJ15
ENSG00000136381	0.503897489	7.026612752	6.879594807	0.498650859	29.427565	25	1.808988764	IREB2
ENSG00000131068	0.014227809	0.378249179	25.97296766	0.496838281	5.86E-05	0	2.97752809	DEFB118
ENSG00000138778	0.382092904	5.496839241	8.830846478	0.501802126	2.905578	24.82539683	1.93258427	CENPE
ENSG00000171992	0.334136008	4.938647199	9.885286166	0.506673113	9.170992	24.87301587	2.606741573	SYNPO
ENSG00000204316	0.617223059	8.186977404	5.077809908	0.502555781	80.53753	24.98412698	1.561797753	MRPL38
ENSG00000122417	0.475595845	6.629475633	7.645721167	0.505431721	29.360054	25	1.966292135	ODF2L
ENSG00000183801	0.467973446	6.325648506	7.230997108	0.514398279	3.9113052	24.36507937	1.337078652	OLFML1
ENSG00000149798	0.461992613	6.275891828	7.45042905	0.498118051	2.1108592	24.84126984	1.662921348	CDC42EP2
ENSG00000182255	0.053820417	1.172051528	22.40700272	0.504905427	0.038965233	4.53968254	2.808988764	KCNA4
ENSG00000087338	0.494102542	6.535181278	6.856640921	0.50465638	14.117249	24.98412698	1.707865169	GMCL1
ENSG00000079112	0.201072126	3.331685281	13.49152632	0.507590062	39.34545	19.20634921	2.460674157	CDH17
ENSG00000116752	0.501731899	6.918522363	6.971729543	0.501952764	35.937748	25	1.808988764	BCAS2
ENSG00000155380	0.38016986	5.532411459	9.101395204	0.493849969	7.317311	24.96825397	2.235955056	SLC16A1
ENSG00000162409	0.264684813	4.151351406	11.41027415	0.491613525	2.3379676	24.28571429	2.494382022	PRKAA2
ENSG00000258724	0.173820944	3.145236752	14.74529518	0.49460344	0.0773865	13.03174603	1.988764045	AC105001.2
ENSG00000101421	0.508082892	7.220788231	6.834723622	0.495391118	142.31029	24.98412698	2.101123596	CHMP4B
ENSG00000171843	0.578159099	7.350902335	5.37685778	0.496295098	12.7677765	25	1.404494382	MLLT3
ENSG00000171202	0.557374874	7.388056914	5.841676059	0.50301406	18.169144	25	1.415730337	TMEM126A
ENSG00000006530	0.653576168	8.33785789	4.557641278	0.501791233	24.467798	24.98412698	1.056179775	AGK
ENSG00000067596	0.636610116	8.375993942	4.630075394	0.499625257	46.21607	24.98412698	1.348314607	DHX8
ENSG00000101958	0.058404592	1.393443368	22.65646985	0.499644053	0.54059416	9.158730159	2.842696629	GLRA2
ENSG00000185222	0.449130556	6.447523876	7.943083156	0.493896288	30.222696	24.96825397	2.168539326	TCEAL9
ENSG00000223572	0.432909258	6.040556147	8.073682842	0.498965188	68.93353	24.50793651	1.898876404	CKMT1A
ENSG00000172766	0.548793364	7.190452139	6.009155547	0.496058478	15.026621	24.98412698	1.629213483	NAA16
ENSG00000169242	0.31584544	4.760766337	10.19631717	0.498565576	65.49012	25	3	EFNA1
ENSG00000184908	0.23394619	3.791881424	12.26739024	0.49764047	53.089306	23.95238095	2.966292135	CLCNKB
